"Key","EN","CATEGORY","SUBCATEGORY"
"GridPreset.TempMax","crwdns7731:0crwdne7731:0","PROPERTY",""
"GridPreset.Gravity","crwdns7732:0crwdne7732:0","PROPERTY",""
"GridPreset.AllMaterials","crwdns7733:0crwdne7733:0","PROPERTY",""
"GridPreset.LogMass","crwdns7734:0crwdne7734:0","PROPERTY",""
"GridPreset.LogTemp","crwdns7735:0crwdne7735:0","PROPERTY",""
"GridPreset.LogDensity","crwdns7736:0crwdne7736:0","PROPERTY",""
"GridPreset.ResetCamera","crwdns7737:0crwdne7737:0","PROPERTY",""
"RandomSystemChildGroup.ExplosionAutoVelocity","crwdns7738:0crwdne7738:0","PROPERTY",""
"RandomSystemChildGroup.ExplosionVelocity","crwdns7739:0crwdne7739:0","PROPERTY",""
"RandomSystemChildGroup.GridResolution","crwdns7740:0crwdne7740:0","PROPERTY",""
"RandomSystemChildGroup.MaxInclination","crwdns7741:0crwdne7741:0","PROPERTY",""
"RandomSystemChildGroup.MinDistanceByParentRadius","crwdns7742:0crwdne7742:0","PROPERTY",""
"RandomSystemChildGroup.MaxDistanceByParentRadius","crwdns7743:0crwdne7743:0","PROPERTY",""
"RandomSystemPreset.Seed","crwdns7744:0crwdne7744:0","PROPERTY",""
"RandomSystemPreset.RandomizeSeed","crwdns7745:0crwdne7745:0","PROPERTY",""
"RandomSystemPreset.CenterBody","crwdns7746:0crwdne7746:0","PROPERTY",""
"RandomSystemPreset.MaxInclination","crwdns7747:0crwdne7747:0","PROPERTY",""
"RandomSystemPreset.MinPlanetDistanceByStarRadius","crwdns7748:0crwdne7748:0","PROPERTY",""
"RandomSystemPreset.MaxPlanetDistanceByStarRadius","crwdns7749:0crwdne7749:0","PROPERTY",""
"RandomSystemPreset.VelocityUp","crwdns7750:0crwdne7750:0","PROPERTY",""
"RandomSystemPreset.ResetCamera","crwdns7751:0crwdne7751:0","PROPERTY",""
"RandomSystemPreset.ShowTrails","crwdns7752:0crwdne7752:0","PROPERTY",""
"RingPreset.ColorMode","crwdns7753:0crwdne7753:0","PROPERTY",""
"RingPreset.Color","crwdns7754:0crwdne7754:0","PROPERTY",""
"RingPreset.RingTexture","crwdns7755:0crwdne7755:0","PROPERTY",""
"RingPreset.Material","crwdns7756:0crwdne7756:0","PROPERTY",""
"RingPreset.TextureColorThreshold","crwdns7757:0crwdne7757:0","PROPERTY",""
"SimulationPreset.MergeWithExistingSim","crwdns7758:0crwdne7758:0","PROPERTY",""
"SimulationPreset.OpenTutorialOnLoad","crwdns7759:0crwdne7759:0","PROPERTY",""
"SimulationPreset.StartDate","crwdns7760:0crwdne7760:0","PROPERTY",""
"UserSimulationPreset.StartDate","crwdns7761:0crwdne7761:0","PROPERTY",""
"SolarSystemPreset.InitDate","crwdns7762:0crwdne7762:0","PROPERTY",""
"SolarSystemPreset.AsteroidsAndDwarfs","crwdns7763:0crwdne7763:0","PROPERTY",""
"SolarSystemPreset.MoonOptions","crwdns7764:0crwdne7764:0","PROPERTY",""
"SolarSystemPreset.RingOptions","crwdns7765:0crwdne7765:0","PROPERTY",""
"SolarSystemPreset.ResetCamera","crwdns7766:0crwdne7766:0","PROPERTY",""
"SolarSystemPreset.TimeStepMode","crwdns7767:0crwdne7767:0","PROPERTY",""
"Budget.MaxAttracting","crwdns7768:0crwdne7768:0","PROPERTY",""
"Budget.MaxNonAttracting","crwdns7769:0crwdne7769:0","PROPERTY",""
"Budget.Reduction","crwdns7770:0crwdne7770:0","PROPERTY",""
"Budget.ReductionPercent","crwdns7771:0crwdne7771:0","PROPERTY",""
"BudgetContext.RingsAndBelts","crwdns7772:0crwdne7772:0","PROPERTY",""
"BudgetContext.CollisionFragmentation","crwdns7773:0crwdne7773:0","PROPERTY",""
"BudgetContext.RocheFragmentation","crwdns7774:0crwdne7774:0","PROPERTY",""
"BudgetContext.ExplosionFragmentation","crwdns7775:0crwdne7775:0","PROPERTY",""
"BudgetContext.FrictionFragmentation","crwdns7776:0crwdne7776:0","PROPERTY",""
"BudgetContext.VolatileFragmentation","crwdns7777:0crwdne7777:0","PROPERTY",""
"FPSCounter.AverageOverSeconds","crwdns7778:0crwdne7778:0","PROPERTY",""
"OrbitalElementsSimpleStruct.SemiMajorAxis","crwdns7779:0crwdne7779:0","PROPERTY",""
"OrbitalElementsSimpleStruct.Eccentricity","crwdns7780:0crwdne7780:0","PROPERTY",""
"OrbitalElementsSimpleStruct.Inclination","crwdns7781:0crwdne7781:0","PROPERTY",""
"OrbitalElementsSimpleStruct.ArgOfPerigee","crwdns7782:0crwdne7782:0","PROPERTY",""
"OrbitalElementsSimpleStruct.RightAscOfAscNode","crwdns7783:0crwdne7783:0","PROPERTY",""
"OrbitalElementsSimpleStruct.MeanAnomaly","crwdns7784:0crwdne7784:0","PROPERTY",""
"OrbitalElementsStruct.SemiMajorAxis","crwdns7785:0crwdne7785:0","PROPERTY",""
"OrbitalElementsStruct.Eccentricity","crwdns7786:0crwdne7786:0","PROPERTY",""
"OrbitalElementsStruct.Inclination","crwdns7787:0crwdne7787:0","PROPERTY",""
"OrbitalElementsStruct.ArgOfPerigee","crwdns7788:0crwdne7788:0","PROPERTY",""
"OrbitalElementsStruct.RightAscOfAscNode","crwdns7789:0crwdne7789:0","PROPERTY",""
"OrbitalElementsStruct.MeanAnomaly","crwdns7790:0crwdne7790:0","PROPERTY",""
"OrbitalElementsStruct.PeriapsisDist","crwdns7791:0crwdne7791:0","PROPERTY",""
"OrbitalElementsStruct.ApoapsisDist","crwdns7792:0crwdne7792:0","PROPERTY",""
"OrbitalElementsStruct.OrbitalPeriod","crwdns7793:0crwdne7793:0","PROPERTY",""
"RocketSimpleStruct.FuelMass","crwdns7794:0crwdne7794:0","PROPERTY",""
"RocketSimpleStruct.RocketMass","crwdns7795:0crwdne7795:0","PROPERTY",""
"RocketSimpleStruct.Inclination","crwdns7796:0crwdne7796:0","PROPERTY",""
"RocketSimpleStruct.DragCoefficient","crwdns7797:0crwdne7797:0","PROPERTY",""
"RocketSimpleStruct.RhoAirDensity","crwdns7798:0crwdne7798:0","PROPERTY",""
"RocketSimpleStruct.RocketArea","crwdns7799:0crwdne7799:0","PROPERTY",""
"RocketSimpleStruct.LaunchRodLength","crwdns7800:0crwdne7800:0","PROPERTY",""
"RocketSimpleStruct.EngineThrust","crwdns7801:0crwdne7801:0","PROPERTY",""
"RocketSimpleStruct.FuelBurnRate","crwdns7802:0crwdne7802:0","PROPERTY",""
"RocketStruct.Name","crwdns7803:0crwdne7803:0","PROPERTY",""
"RocketStruct.FuelMass","crwdns7804:0crwdne7804:0","PROPERTY",""
"RocketStruct.FuelBurnRate","crwdns7805:0crwdne7805:0","PROPERTY",""
"RocketStruct.RocketRadius","crwdns7806:0crwdne7806:0","PROPERTY",""
"RocketStruct.RocketMass","crwdns7807:0crwdne7807:0","PROPERTY",""
"RocketStruct.CurrentMass","crwdns7808:0crwdne7808:0","PROPERTY",""
"RocketStruct.TimePassed","crwdns7809:0crwdne7809:0","PROPERTY",""
"RocketStruct.Inclination","crwdns7810:0crwdne7810:0","PROPERTY",""
"RocketStruct.DragCoefficient","crwdns7811:0crwdne7811:0","PROPERTY",""
"RocketStruct.RhoAirDensity","crwdns7812:0crwdne7812:0","PROPERTY",""
"RocketStruct.RocketArea","crwdns7813:0crwdne7813:0","PROPERTY",""
"RocketStruct.LaunchRodLength","crwdns7814:0crwdne7814:0","PROPERTY",""
"RocketStruct.EngineThrust","crwdns7815:0crwdne7815:0","PROPERTY",""
"RocketStruct.SpecificImpulse","crwdns7816:0crwdne7816:0","PROPERTY",""
"RocketStruct.MassLoss","crwdns7817:0crwdne7817:0","PROPERTY",""
"RocketStruct.Stages","crwdns7818:0crwdne7818:0","PROPERTY",""
"RocketStruct.StageMass","crwdns7819:0crwdne7819:0","PROPERTY",""
"RocketStruct.StageTime","crwdns7820:0crwdne7820:0","PROPERTY",""
"RocketStruct.Distance","crwdns7821:0crwdne7821:0","PROPERTY",""
"RocketStruct.Velocity","crwdns7822:0crwdne7822:0","PROPERTY",""
"Tweakables.DebugExplosionSpheres","crwdns7823:0crwdne7823:0","PROPERTY",""
"Tweakables.DebugSingleSelectComplexParticles","crwdns7824:0crwdne7824:0","PROPERTY",""
"Tweakables.DebugShowUntranslated","crwdns7825:0crwdne7825:0","PROPERTY",""
"TouchScreenGestures.IsFramerateIndependent","crwdns7826:0crwdne7826:0","PROPERTY",""
"NBodyComponent.GravityGroup","crwdns7827:0crwdne7827:0","PROPERTY",""
"NBodyComponent.RocheLobeRadius","crwdns7828:0crwdne7828:0","PROPERTY",""
"NBodyComponent.TidalStressDirection","crwdns7829:0crwdne7829:0","PROPERTY",""
"NBodyComponent.TidalStressMagnitude","crwdns7830:0crwdne7830:0","PROPERTY",""
"NBodyComponent.TidalHeatingEffect","crwdns7831:0crwdne7831:0","PROPERTY",""
"NBodyComponent.TidalHeatingEffectPerMass","crwdns7832:0crwdne7832:0","PROPERTY",""
"TransformComponent.DistanceToCamera","crwdns7833:0crwdne7833:0","PROPERTY",""
"VRLaser.Power","crwdns7834:0crwdne7834:0","PROPERTY",""
"VRLaser.Wavelength","crwdns7835:0crwdne7835:0","PROPERTY",""
"VROptions.ScreenshotFOV","crwdns7836:0crwdne7836:0","PROPERTY",""
"VROptions.EnableCameraSmoothing","crwdns7837:0crwdne7837:0","PROPERTY",""
"VROptions.ObserverFOV","crwdns7838:0crwdne7838:0","PROPERTY",""
"VROptions.CameraSmoothingValue","crwdns7839:0crwdne7839:0","PROPERTY",""
"VROptions.FocusSimCenterOnStart","crwdns7840:0crwdne7840:0","PROPERTY",""
"VROptions.EnableHaptics","crwdns7841:0crwdne7841:0","PROPERTY",""
"VROptions.EnableVRExperience","crwdns7842:0crwdne7842:0","PROPERTY",""
"VROptions.AutoGraphics","crwdns7843:0crwdne7843:0","PROPERTY",""
"VROptions.EnableSeatedMode","crwdns7844:0crwdne7844:0","PROPERTY",""
"VROptions.GameViewQuality","crwdns7845:0crwdne7845:0","PROPERTY",""
"VROptions.AutoHideGUI","crwdns7846:0crwdne7846:0","PROPERTY",""
"VROptions.DisableGUITimeoutSecs","crwdns7847:0crwdne7847:0","PROPERTY",""
"VROptions.OculusAimAngle","crwdns7848:0crwdne7848:0","PROPERTY",""
"VROptions.ViveAimAngle","crwdns7849:0crwdne7849:0","PROPERTY",""
"PageBarycenter.TotalMass","crwdns7850:0crwdne7850:0","PROPERTY",""
"PageBarycenter.TotalVelocity","crwdns7851:0crwdne7851:0","PROPERTY",""
"PageBasicParticle.Mass","crwdns7852:0crwdne7852:0","PROPERTY",""
"ProfilerProxy.DataGraph","crwdns7853:0crwdne7853:0","PROPERTY",""
"PageScreenshot.AspectW","crwdns7854:0crwdne7854:0","PROPERTY",""
"PageScreenshot.AspectH","crwdns7855:0crwdne7855:0","PROPERTY",""
"PageTimeControls.IsEnabled","crwdns7856:0crwdne7856:0","PROPERTY",""
"PageTimeSettings.TimeZone","crwdns7857:0crwdne7857:0","PROPERTY",""
"PageVideoCapture.Resolution","crwdns7858:0crwdne7858:0","PROPERTY",""
"PageVideoCapture.GIFDesiredFPS","crwdns7859:0crwdne7859:0","PROPERTY",""
"UICanvasScaler.AutoScale","crwdns7860:0crwdne7860:0","PROPERTY",""
"Climate.CarbonDioxidePPMV_TOOLTIP","crwdns7861:0crwdne7861:0","TOOLTIP",""
"Climate.CarbonDioxideGigaton_TOOLTIP","crwdns7862:0crwdne7862:0","TOOLTIP",""
"Body.Attractor_TOOLTIP","crwdns7863:0crwdne7863:0","TOOLTIP",""
"Body.OrbitParent_TOOLTIP","crwdns7864:0crwdne7864:0","TOOLTIP",""
"Body.Age_TOOLTIP","crwdns7865:0crwdne7865:0","TOOLTIP",""
"Body.SurfaceGravity_TOOLTIP","crwdns7866:0crwdne7866:0","TOOLTIP",""
"Body.RotationSpeedAtEquator_TOOLTIP","crwdns7867:0crwdne7867:0","TOOLTIP",""
"Body.RadialVelocity_TOOLTIP","crwdns7868:0crwdne7868:0","TOOLTIP",""
"Body.NormalizedLightCurve_TOOLTIP","crwdns7869:0crwdne7869:0","TOOLTIP",""
"Body.CameraInclination_TOOLTIP","crwdns7870:0crwdne7870:0","TOOLTIP",""
"Body.CameraAzimuth_TOOLTIP","crwdns7871:0crwdne7871:0","TOOLTIP",""
"Body.RotationPeriod_TOOLTIP","crwdns7872:0crwdne7872:0","TOOLTIP",""
"Body.Density_TOOLTIP","crwdns7873:0crwdne7873:0","TOOLTIP",""
"Body.Radius_TOOLTIP","crwdns7874:0crwdne7874:0","TOOLTIP",""
"Body.RocheLobeRadius_TOOLTIP","crwdns7875:0crwdne7875:0","TOOLTIP",""
"Body.TidalStressDirection_TOOLTIP","crwdns7876:0crwdne7876:0","TOOLTIP",""
"Body.TidalStressMagnitude_TOOLTIP","crwdns7877:0crwdne7877:0","TOOLTIP",""
"Body.TidalHeatingEffect_TOOLTIP","crwdns7878:0crwdne7878:0","TOOLTIP",""
"Body.TidalHeatingEffectPerMass_TOOLTIP","crwdns7879:0crwdne7879:0","TOOLTIP",""
"Body.Mass_TOOLTIP","crwdns7880:0crwdne7880:0","TOOLTIP",""
"Body.DistanceToHost_TOOLTIP","crwdns7881:0crwdne7881:0","TOOLTIP",""
"Body.DistanceToOrbitalParent_TOOLTIP","crwdns7882:0crwdne7882:0","TOOLTIP",""
"Body.VelocityLength_TOOLTIP","crwdns7883:0crwdne7883:0","TOOLTIP",""
"Body.VelocityRelativeLength_TOOLTIP","crwdns7884:0crwdne7884:0","TOOLTIP",""
"Body.EscapeVelocityFromSurface_TOOLTIP","crwdns7885:0crwdne7885:0","TOOLTIP",""
"AppearanceComponent.ScaleMag_TOOLTIP","crwdns7886:0crwdne7886:0","TOOLTIP",""
"AppearanceComponent.ShowMagneticField_TOOLTIP","crwdns7887:0crwdne7887:0","TOOLTIP",""
"AppearanceComponent.ShowMagAxis_TOOLTIP","crwdns7888:0crwdne7888:0","TOOLTIP",""
"Celestial.Luminosity_TOOLTIP","crwdns7889:0crwdne7889:0","TOOLTIP",""
"Celestial.SurfaceTemperature_TOOLTIP","crwdns7890:0crwdne7890:0","TOOLTIP",""
"Celestial.VisualTemperature_TOOLTIP","crwdns7891:0crwdne7891:0","TOOLTIP",""
"Celestial.TidalPower_TOOLTIP","crwdns7892:0crwdne7892:0","TOOLTIP",""
"Celestial.GreenhouseEffect_TOOLTIP","crwdns7893:0crwdne7893:0","TOOLTIP",""
"Celestial.EffectiveTemperature_TOOLTIP","crwdns7894:0crwdne7894:0","TOOLTIP",""
"Celestial.AtmosphereMass_TOOLTIP","crwdns7895:0crwdne7895:0","TOOLTIP",""
"Celestial.SurfacePressure_TOOLTIP","crwdns7896:0crwdne7896:0","TOOLTIP",""
"Celestial.EarthSimilarityIndex_TOOLTIP","crwdns7897:0crwdne7897:0","TOOLTIP",""
"Celestial.LifeLikelihood_TOOLTIP","crwdns7898:0crwdne7898:0","TOOLTIP",""
"Celestial.Albedo_TOOLTIP","crwdns7899:0crwdne7899:0","TOOLTIP",""
"Celestial.RadiusTuningFactor_TOOLTIP","crwdns7900:0crwdne7900:0","TOOLTIP",""
"Celestial.LightPower_TOOLTIP","crwdns7901:0crwdne7901:0","TOOLTIP",""
"Celestial.MagneticField_TOOLTIP","crwdns7902:0crwdne7902:0","TOOLTIP",""
"Celestial.MagPoleAngle_TOOLTIP","crwdns7903:0crwdne7903:0","TOOLTIP",""
"Celestial.MassLoss_TOOLTIP","crwdns7904:0crwdne7904:0","TOOLTIP",""
"Celestial.MassLossTotal_TOOLTIP","crwdns7905:0crwdne7905:0","TOOLTIP",""
"Celestial.Realistic_TOOLTIP","crwdns7906:0crwdne7906:0","TOOLTIP",""
"ClimateComponent.Enabled_TOOLTIP","crwdns7907:0crwdne7907:0","TOOLTIP",""
"ClimateComponent.TimeStepLimitEnabled_TOOLTIP","crwdns7908:0crwdne7908:0","TOOLTIP",""
"ClimateComponent.CarbonDioxidePPMV_TOOLTIP","crwdns7909:0crwdne7909:0","TOOLTIP",""
"ClimateComponent.CarbonDioxideGigaton_TOOLTIP","crwdns7910:0crwdne7910:0","TOOLTIP",""
"ClimateComponent.UseClimateScenario_TOOLTIP","crwdns7911:0crwdne7911:0","TOOLTIP",""
"ClimateComponent.IncrementCO2_TOOLTIP","crwdns7912:0crwdne7912:0","TOOLTIP",""
"ClimateComponent.EmissionRateCO2_TOOLTIP","crwdns7913:0crwdne7913:0","TOOLTIP",""
"ClimateComponent.DepositionRateCO2_TOOLTIP","crwdns7914:0crwdne7914:0","TOOLTIP",""
"OrbitalElements.GetPeriapsisDist_TOOLTIP","crwdns7915:0crwdne7915:0","TOOLTIP",""
"OrbitalElements.GetApoapsisDist_TOOLTIP","crwdns7916:0crwdne7916:0","TOOLTIP",""
"OrbitalElements.Obliquity_TOOLTIP","crwdns7917:0crwdne7917:0","TOOLTIP",""
"OrbitalElements.ArgumentOfObliquity_TOOLTIP","crwdns7918:0crwdne7918:0","TOOLTIP",""
"OrbitalElements.SemiMajorAxis_TOOLTIP","crwdns7919:0crwdne7919:0","TOOLTIP",""
"OrbitalElements.Eccentricity_TOOLTIP","crwdns7920:0crwdne7920:0","TOOLTIP",""
"OrbitalElements.Inclination_TOOLTIP","crwdns7921:0crwdne7921:0","TOOLTIP",""
"OrbitalElements.ArgOfPerigee_TOOLTIP","crwdns7922:0crwdne7922:0","TOOLTIP",""
"OrbitalElements.RightAscOfAscNode_TOOLTIP","crwdns7923:0crwdne7923:0","TOOLTIP",""
"OrbitalElements.MeanAnomaly_TOOLTIP","crwdns7924:0crwdne7924:0","TOOLTIP",""
"OrbitalElements.LongitudeOfPeriapsis_TOOLTIP","crwdns7925:0crwdne7925:0","TOOLTIP",""
"OrbitalElements.OrbitalPeriod_TOOLTIP","crwdns7926:0crwdne7926:0","TOOLTIP",""
"ParticleComponent.Temperature_TOOLTIP","crwdns7927:0crwdne7927:0","TOOLTIP",""
"DispenserTool.LaunchVelocity_TOOLTIP","crwdns7928:0crwdne7928:0","TOOLTIP",""
"DispenserTool.MassPerParticle_TOOLTIP","crwdns7929:0crwdne7929:0","TOOLTIP",""
"DispenserTool.ParticlesPerSecond_TOOLTIP","crwdns7930:0crwdne7930:0","TOOLTIP",""
"DispenserTool.Spread_TOOLTIP","crwdns7931:0crwdne7931:0","TOOLTIP",""
"ExplodeTool.ExplosionVelocity_TOOLTIP","crwdns7932:0crwdne7932:0","TOOLTIP",""
"ExplodeTool.ExplosionEnergy_TOOLTIP","crwdns7933:0crwdne7933:0","TOOLTIP",""
"ExplodeTool.EnergyAuto_TOOLTIP","crwdns7934:0crwdne7934:0","TOOLTIP",""
"FireworksTool.SecondaryShellCount_TOOLTIP","crwdns7935:0crwdne7935:0","TOOLTIP",""
"FireworksTool.LaunchVelocity_TOOLTIP","crwdns7936:0crwdne7936:0","TOOLTIP",""
"FireworksTool.LaunchVelocityAuto_TOOLTIP","crwdns7937:0crwdne7937:0","TOOLTIP",""
"FireworksTool.LaunchLocation_TOOLTIP","crwdns7938:0crwdne7938:0","TOOLTIP",""
"ForceTool.MaxRange_TOOLTIP","crwdns7939:0crwdne7939:0","TOOLTIP",""
"ForceTool.MinRange_TOOLTIP","crwdns7940:0crwdne7940:0","TOOLTIP",""
"ForceTool.InnerAngle_TOOLTIP","crwdns7941:0crwdne7941:0","TOOLTIP",""
"ForceTool.OuterAngle_TOOLTIP","crwdns7942:0crwdne7942:0","TOOLTIP",""
"ForceTool.Mass_TOOLTIP","crwdns7943:0crwdne7943:0","TOOLTIP",""
"LaserTool.Power_TOOLTIP","crwdns7944:0crwdne7944:0","TOOLTIP",""
"LaserTool.LaserName_TOOLTIP","crwdns7945:0crwdne7945:0","TOOLTIP",""
"LaserTool.NonDestructive_TOOLTIP","crwdns7946:0crwdne7946:0","TOOLTIP",""
"PulseTool.PulseVelocity_TOOLTIP","crwdns7947:0crwdne7947:0","TOOLTIP",""
"PulseTool.PulseParticleCount_TOOLTIP","crwdns7948:0crwdne7948:0","TOOLTIP",""
"PulseTool.PulseShape_TOOLTIP","crwdns7949:0crwdne7949:0","TOOLTIP",""
"PulseTool.PulsePlaneAlignment_TOOLTIP","crwdns7950:0crwdne7950:0","TOOLTIP",""
"AddBodyTool.BalanceMotion_TOOLTIP","crwdns7951:0crwdne7951:0","TOOLTIP",""
"Options.PauseOnLoad_TOOLTIP","crwdns7952:0crwdne7952:0","TOOLTIP",""
"Options.AntialiasingMode_TOOLTIP","crwdns7953:0crwdne7953:0","TOOLTIP",""
"Options.Decals_TOOLTIP","crwdns7954:0crwdne7954:0","TOOLTIP",""
"Options.DisplacementMapping_TOOLTIP","crwdns7955:0crwdne7955:0","TOOLTIP",""
"Options.DisplacementAmount_TOOLTIP","crwdns7956:0crwdne7956:0","TOOLTIP",""
"Options.Fullscreen_TOOLTIP","crwdns7957:0crwdne7957:0","TOOLTIP",""
"Options.FullscreenDisplay_TOOLTIP","crwdns7958:0crwdne7958:0","TOOLTIP",""
"Options.Glows_TOOLTIP","crwdns7959:0crwdne7959:0","TOOLTIP",""
"Options.MaxAttracting_TOOLTIP","crwdns7960:0crwdne7960:0","TOOLTIP",""
"Options.MaxDecals_TOOLTIP","crwdns7961:0crwdne7961:0","TOOLTIP",""
"Options.MaxNonAttracting_TOOLTIP","crwdns7962:0crwdne7962:0","TOOLTIP",""
"Options.MinimalRocheFactorForTidalHeating_TOOLTIP","crwdns7963:0crwdne7963:0","TOOLTIP",""
"Options.QualityPreset_TOOLTIP","crwdns7964:0crwdne7964:0","TOOLTIP",""
"Options.RocheLimitPowerScalar_TOOLTIP","crwdns7965:0crwdne7965:0","TOOLTIP",""
"Options.ShadowsGlobal_TOOLTIP","crwdns7966:0crwdne7966:0","TOOLTIP",""
"Options.SimulationQuality_TOOLTIP","crwdns7967:0crwdne7967:0","TOOLTIP",""
"Options.TextureResolution_TOOLTIP","crwdns7968:0crwdne7968:0","TOOLTIP",""
"Options.TidalHeatingTemperatureRateScalar_TOOLTIP","crwdns7969:0crwdne7969:0","TOOLTIP",""
"Options.TidalHeatingTemperatureRateScalarInside_TOOLTIP","crwdns7970:0crwdne7970:0","TOOLTIP",""
"Options.VSync_TOOLTIP","crwdns7971:0crwdne7971:0","TOOLTIP",""
"Options.PauseOnCollision_TOOLTIP","crwdns7972:0crwdne7972:0","TOOLTIP",""
"Options.UserInterpolationSpeedInSeconds_TOOLTIP","crwdns7973:0crwdne7973:0","TOOLTIP",""
"SimulationSettings.ApplyUniversalDrag_TOOLTIP","crwdns7974:0crwdne7974:0","TOOLTIP",""
"SimulationSettings.BodyColorStyle_TOOLTIP","crwdns7975:0crwdne7975:0","TOOLTIP",""
"SimulationSettings.ParticleScaleStyle_TOOLTIP","crwdns7976:0crwdne7976:0","TOOLTIP",""
"SimulationSettings.VolatileSpeedMultiplier_TOOLTIP","crwdns7977:0crwdne7977:0","TOOLTIP",""
"SimulationSettings.CoolingMultiplier_TOOLTIP","crwdns7978:0crwdne7978:0","TOOLTIP",""
"SimulationSettings.CoolingEnabled_TOOLTIP","crwdns7979:0crwdne7979:0","TOOLTIP",""
"SimulationSettings.CollisionHeatingEnabled_TOOLTIP","crwdns7980:0crwdne7980:0","TOOLTIP",""
"SimulationSettings.JeansEscapeEnabled_TOOLTIP","crwdns7981:0crwdne7981:0","TOOLTIP",""
"SimulationSettings.SolarWindLossEnabled_TOOLTIP","crwdns7982:0crwdne7982:0","TOOLTIP",""
"SimulationSettings.DebugVelocites_TOOLTIP","crwdns7983:0crwdne7983:0","TOOLTIP",""
"SimulationSettings.EclipticRays_TOOLTIP","crwdns7984:0crwdne7984:0","TOOLTIP",""
"SimulationSettings.PhysicsBreakoutTime_TOOLTIP","crwdns7985:0crwdne7985:0","TOOLTIP",""
"SimulationSettings.EnableSubStepping_TOOLTIP","crwdns7986:0crwdne7986:0","TOOLTIP",""
"SimulationSettings.EnableCollisions_TOOLTIP","crwdns7987:0crwdne7987:0","TOOLTIP",""
"SimulationSettings.EnableFragments_TOOLTIP","crwdns7988:0crwdne7988:0","TOOLTIP",""
"SimulationSettings.EnableCollisionFragments_TOOLTIP","crwdns7989:0crwdne7989:0","TOOLTIP",""
"SimulationSettings.EnableTotalBodyFragmentation_TOOLTIP","crwdns7990:0crwdne7990:0","TOOLTIP",""
"SimulationSettings.EnableRocheFragmentation_TOOLTIP","crwdns7991:0crwdne7991:0","TOOLTIP",""
"SimulationSettings.EnableSurfaceFragmentation_TOOLTIP","crwdns7992:0crwdne7992:0","TOOLTIP",""
"SimulationSettings.Grid_TOOLTIP","crwdns7993:0crwdne7993:0","TOOLTIP",""
"SimulationSettings.GridTextSize_TOOLTIP","crwdns7994:0crwdne7994:0","TOOLTIP",""
"SimulationSettings.GridWidth_TOOLTIP","crwdns7995:0crwdne7995:0","TOOLTIP",""
"SimulationSettings.HabitableZones_TOOLTIP","crwdns7996:0crwdne7996:0","TOOLTIP",""
"SimulationSettings.Icons_TOOLTIP","crwdns7997:0crwdne7997:0","TOOLTIP",""
"SimulationSettings.LabelOpacity_TOOLTIP","crwdns7998:0crwdne7998:0","TOOLTIP",""
"SimulationSettings.Labels_TOOLTIP","crwdns7999:0crwdne7999:0","TOOLTIP",""
"SimulationSettings.RelativeMassLabels_TOOLTIP","crwdns8000:0crwdne8000:0","TOOLTIP",""
"SimulationSettings.LightingMode_TOOLTIP","crwdns8001:0crwdne8001:0","TOOLTIP",""
"SimulationSettings.LightIntensity_TOOLTIP","crwdns8002:0crwdne8002:0","TOOLTIP",""
"east to west)","crwdns8003:0crwdne8003:0","TOOLTIP",""
"SimulationSettings.OrbitContext_TOOLTIP","crwdns8004:0crwdne8004:0","TOOLTIP",""
"SimulationSettings.OrbitIntensity_TOOLTIP","crwdns8005:0crwdne8005:0","TOOLTIP",""
"SimulationSettings.PauseOnDate_TOOLTIP","crwdns8006:0crwdne8006:0","TOOLTIP",""
"SimulationSettings.ProjectedPath_TOOLTIP","crwdns8007:0crwdne8007:0","TOOLTIP",""
"SimulationSettings.ProjectedPathContext_TOOLTIP","crwdns8008:0crwdne8008:0","TOOLTIP",""
"SimulationSettings.RayContext_TOOLTIP","crwdns8009:0crwdne8009:0","TOOLTIP",""
"SimulationSettings.Shadows_TOOLTIP","crwdns8010:0crwdne8010:0","TOOLTIP",""
"SimulationSettings.ShowComets_TOOLTIP","crwdns8011:0crwdne8011:0","TOOLTIP",""
"SimulationSettings.ShowStellarProminences_TOOLTIP","crwdns8012:0crwdne8012:0","TOOLTIP",""
"SimulationSettings.ShowDarkMatter_TOOLTIP","crwdns8013:0crwdne8013:0","TOOLTIP",""
"SimulationSettings.ShowSupernovae_TOOLTIP","crwdns8014:0crwdne8014:0","TOOLTIP",""
"SimulationSettings.TextBillboards_TOOLTIP","crwdns8015:0crwdne8015:0","TOOLTIP",""
"SimulationSettings.TidalEvolution_TOOLTIP","crwdns8016:0crwdne8016:0","TOOLTIP",""
"SimulationSettings.TidalEvolutionMultiplier_TOOLTIP","crwdns8017:0crwdne8017:0","TOOLTIP",""
"SimulationSettings.TidalHeating_TOOLTIP","crwdns8018:0crwdne8018:0","TOOLTIP",""
"SimulationSettings.TidalHeatingMultiplier_TOOLTIP","crwdns8019:0crwdne8019:0","TOOLTIP",""
"SimulationSettings.TrailContext_TOOLTIP","crwdns8020:0crwdne8020:0","TOOLTIP",""
"SimulationSettings.TrailIntensity_TOOLTIP","crwdns8021:0crwdne8021:0","TOOLTIP",""
"SimulationSettings.TrailLength_TOOLTIP","crwdns8022:0crwdne8022:0","TOOLTIP",""
"SimulationSettings.TrailWidth_TOOLTIP","crwdns8023:0crwdne8023:0","TOOLTIP",""
